source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.1109/ssci50451.2021.9659982,Efficient exploration by switching agents according to degree of convergence of learning on Heterogeneous Multi-Agent Reinforcement Learning in Single Robot,2021,2021 IEEE Symposium Series on Computational Intelligence (SSCI),10.1109/ssci50451.2021.9659982,2,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1109/gcce53005.2021.9621943,Omnidirectional Mobile Robot Path Finding Using Deep Deterministic Policy Gradient for Real Robot Control,2021,2021 IEEE 10th Global Conference on Consumer Electronics (GCCE),10.1109/gcce53005.2021.9621943,2,robot probing contact safety deterministic,safe;contact;robot;control
Crossref,https://doi.org/10.23919/ccc52363.2021.9549723,Operational Safe Control for Reinforcement-Learning-Based Robot Autonomy,2021,2021 40th Chinese Control Conference (CCC),10.23919/ccc52363.2021.9549723,2,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.25236/fer.2021.040403,Research and Exploration Based on X Certificate in 1+X Certificate System,2021,Frontiers in Educational Research,10.25236/fer.2021.040403,2,robot exploration constraint certificate,exploration;robot;constraint
Crossref,https://doi.org/10.1007/s11370-021-00378-3,Toward an exploration-based probabilistic reasoning for a quadrotor,2021,Intelligent Service Robotics,10.1007/s11370-021-00378-3,2,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/med.2017.7984140,A minimum invasive strategy to guarantee safety under unexpected unintentional human-robot contact,2017,2017 25th Mediterranean Conference on Control and Automation (MED),10.1109/med.2017.7984140,2,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1201/9781315136370-4,Robot Dynamics and Control,2017,A Mathematical Introduction to Robotic Manipulation,10.1201/9781315136370-4,2,contact dynamics learning safety robot manipulation,safe;contact;robot;control;manipulation
Crossref,https://doi.org/10.1145/3029798.3038413,Zone-Based Robot Control for Safe and Efficient Interaction between Human and Industrial Robots,2017,Proceedings of the Companion of the 2017 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3029798.3038413,2,safe physical interaction robot exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.1109/temu.2016.7551933,Design of motion-tracking device for intuitive and safe human-robot physical interaction,2016,2016 International Conference on Telecommunications and Multimedia (TEMU),10.1109/temu.2016.7551933,2,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1007/978-3-319-28872-7_22,Manifold Representations for State Estimation in Contact Manipulation,2016,Springer Tracts in Advanced Robotics Robotics Research,10.1007/978-3-319-28872-7_22,2,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.5220/0005509500150023,Safe Predictive Mobile Robot Navigation in Aware Environments,2015,"Proceedings of the 12th International Conference on Informatics in Control, Automation and Robotics",10.5220/0005509500150023,2,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/cac.2013.6775736,An exploration strategy based on Frontier and safe corridor for indoor flight vehicle,2013,2013 Chinese Automation Congress,10.1109/cac.2013.6775736,2,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.3724/sp.j.1218.2013.00208,Contact Angle and Slippage Estimation of an Articulated Mobile Robot with Five Wheels,2013,Robot,10.3724/sp.j.1218.2013.00208,2,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1109/roman.2013.6628478,Visual people detection for safe Human-Robot Interaction,2013,2013 IEEE RO-MAN,10.1109/roman.2013.6628478,2,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1115/omae2012-83288,Deterministic and Wind/Wave Modeling: A Comprehensive Approach to Deterministic and Probabilistic Descriptions of Ocean Waves,2012,"Volume 2: Structures, Safety and Reliability",10.1115/omae2012-83288,2,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1115/1.3590369,Determination of Surgical Robot Tool Force Requirements Through Tissue Manipulation and Suture Force Measurement,2011,Journal of Medical Devices,10.1115/1.3590369,2,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1002/j.1551-8701.2011.tb03086.x,Set Up Safe Traffic Control Zones,2011,Opflow,10.1002/j.1551-8701.2011.tb03086.x,2,safe set expansion robotics exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.15607/rss.2010.vi.008,Back-drivable and Inherently Safe Mechanism for Artificial Finger,2010,Robotics: Science and Systems VI,10.15607/rss.2010.vi.008,2,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/icma.2010.5588938,Force characterization of live cells in automated transportation with robot-tweezers manipulation system,2010,2010 IEEE International Conference on Mechatronics and Automation,10.1109/icma.2010.5588938,2,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1142/9789814291279_0118,NEW PRIORITIZED MULTI-ROBOT EXPLORATION STRATEGY BASED ON PERCOLATION MODEL IN UNKNOWN ENVIRONMENTS,2009,Mobile Robotics,10.1142/9789814291279_0118,2,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/robio.2007.4522472,Deterministic learning and robot manipulator control,2007,2007 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2007.4522472,2,robot probing contact safety deterministic,safe;contact;robot;control
Crossref,https://doi.org/10.22260/isarc2007/0020,Safe and Efficient Autonomous Exploration Technique for 3D Mapping of a Complex Bridge Maintenance Environment,2007,Proceedings of the International Symposium on Automation and Robotics in Construction (IAARC) Automation and Robotics in Construction &amp;#8213; Proceedings of the 24th International Symposium on Automation and Robotics in Construction,10.22260/isarc2007/0020,2,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1007/978-3-540-45058-0_27,Distributed Manipulation with Rolling Contact,2004,Springer Tracts in Advanced Robotics Algorithmic Foundations of Robotics V,10.1007/978-3-540-45058-0_27,2,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1007/978-1-4020-2131-2_4,Safety Factors and Reliability: Deterministic Actual Stress &amp; Random Yield Stress,2004,Safety Factors and Reliability: Friends or Foes?,10.1007/978-1-4020-2131-2_4,2,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1007/978-1-4471-0749-1_7,A Hybrid Position/Force Approach to the Exploitation of Elasticity in Manipulation,2000,Advanced Manufacturing Robot Manipulation of Deformable Objects,10.1007/978-1-4471-0749-1_7,2,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1007/978-94-011-2526-0_12,Passivity and Learning Control for Robot Tasks under Geometric Constraints,1992,Robotic Systems,10.1007/978-94-011-2526-0_12,2,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.2172/6529634,Contact sensing palm for the Salisbury robot hand,1990,,10.2172/6529634,2,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1007/978-3-642-83869-9_1,Concepts of Manipulation Robot Control,1989,Applied Control of Manipulation Robots,10.1007/978-3-642-83869-9_1,2,robot manipulation force limit exploration,exploration;robot;control;manipulation
Crossref,https://doi.org/10.1108/eb007699,Surface contact sensor for robot safety,1986,Sensor Review,10.1108/eb007699,2,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1007/978-3-642-81854-7_1,General Remarks about Robot and Manipulator Dynamics,1982,Dynamics of Manipulation Robots,10.1007/978-3-642-81854-7_1,2,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/iros.1996.570851,Mobile robot with tactile arm used for exploration and pushing tasks,,Proceedings of IEEE/RSJ International Conference on Intelligent Robots and Systems. IROS '96,10.1109/iros.1996.570851,2,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.22215/etd/2011-07380,Using reinforcement learning in multi-robot SLAM,,,10.22215/etd/2011-07380,2,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1145/3757279.3785634,Bidirectional Human-Robot Communication for Physical Human-Robot Interaction,2026,Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3757279.3785634,1,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1177/02783649251344638,Robust contact-rich manipulation through implicit motor adaptation,2026,The International Journal of Robotics Research,10.1177/02783649251344638,1,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.3390/s26051510,Semantic–Physical Sensor Fusion for Safe Physical Human–Robot Interaction in Dual-Arm Rehabilitation,2026,Sensors,10.3390/s26051510,1,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1038/s44182-026-00079-y,Tactile-reactive gripper with an active palm for dexterous manipulation,2026,npj Robotics,10.1038/s44182-026-00079-y,1,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.3390/robotics15030065,What Makes a Space Traversable? A Formal Definition and On-Policy Certificate for Contact-Rich Egress in Confined Environments,2026,Robotics,10.3390/robotics15030065,1,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.15607/rss.2025.xxi.055,A low-cost and lightweight 6 DoF bimanual arm for dynamic and contact-rich manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.055,1,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1038/s42256-025-01045-3,"A process-centric manipulation taxonomy for the organization, classification and synthesis of tactile robot skills",2025,Nature Machine Intelligence,10.1038/s42256-025-01045-3,1,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1145/3728485.3759237,BiTLA: A Bimanual Tactile-Language-Action Model for Contact-Rich Robotic Manipulation,2025,Proceedings of the 1st International Workshop on Multi-Sensorial Media and Applications,10.1145/3728485.3759237,1,contact rich manipulation safety verification,safe;contact;robot;tactile;manipulation
Crossref,https://doi.org/10.5220/0013720700003982,Curvature-Constrained Motion Planning and Control for Traffic Cone Manipulation Robot,2025,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",10.5220/0013720700003982,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1360/sst-2025-0077,Design and implementation of a fully-actuated aerial contact manipulation robot system,2025,SCIENTIA SINICA Technologica,10.1360/sst-2025-0077,1,contact safe exploration robot manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11127866,FLEX: A Framework for Learning Robot-Agnostic Force-Based Skills Involving Sustained Contact Object Manipulation,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127866,1,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1002/adrr.202500109,Identifying Physical Interactions in Contact‐Based Robot Manipulation for Learning from Demonstration,2025,Advanced Robotics Research,10.1002/adrr.202500109,1,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11127842,LEMMo-Plan: LLM-Enhanced Learning from Multi-Modal Demonstration for Planning Sequential Contact-Rich Manipulation Tasks,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11127842,1,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1016/j.ifacol.2025.10.191,Learning Variable Impedance Control for Contact-rich Robotics Manipulation with Guaranteed Passivity,2025,IFAC-PapersOnLine,10.1016/j.ifacol.2025.10.191,1,contact rich manipulation safety verification,safe;contact;robot;control;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3578847,Limiting Kinetic Energy Through Control Barrier Functions: Analysis and Experimental Validation,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3578847,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/hri61500.2025.10974040,Low Impedance Rendering Toward Safe Human-Robot Interaction,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10974040,1,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/tase.2025.3631485,MagicGripper: A Mini-MagicTac Integrated Gripper Enabling Multimodal Perception in Contact-Rich Manipulation,2025,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2025.3631485,1,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1007/s11071-025-11616-z,Multi-robot cooperative herding through backstepping control barrier functions,2025,Nonlinear Dynamics,10.1007/s11071-025-11616-z,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1108/ilt-03-2024-0098,Probing the effect of displacement on electrical contact tribological behavior at the risk frequency of nuclear safety DCS equipment,2025,Industrial Lubrication and Tribology,10.1108/ilt-03-2024-0098,1,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1017/dce.2025.10021,Quasi-static contact-rich manipulation using dynamic movement primitives and haptic potential map,2025,Data-Centric Engineering,10.1017/dce.2025.10021,1,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/aiea66061.2025.11160591,Reinforcement Learning-Based Optimized Tracking Control for Uncertain Robot Manipulators with Composite Constraints,2025,2025 6th International Conference on Artificial Intelligence and Electromechanical Automation (AIEA),10.1109/aiea66061.2025.11160591,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/icara64554.2025.10977630,SLAM-Based Safe Indoor Exploration Strategy,2025,"2025 11th International Conference on Automation, Robotics, and Applications (ICARA)",10.1109/icara64554.2025.10977630,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.3390/robotics14080108,"Safe Autonomous UAV Target-Tracking Under External Disturbance, Through Learned Control Barrier Functions",2025,Robotics,10.3390/robotics14080108,1,safe set expansion robotics exploration,safe;exploration;robot;barrier;control
Crossref,https://doi.org/10.1109/lcsys.2025.3580776,Safe Control of Second-Order Systems With Linear Positional Constraints,2025,IEEE Control Systems Letters,10.1109/lcsys.2025.3580776,1,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.18196/jrc.v6i6.27770,Safe and Efficient Mobile Robot Navigation using Sampling-based Optimal Control with Barrier Function Constraints,2025,Journal of Robotics and Control (JRC),10.18196/jrc.v6i6.27770,1,safe active learning robot control constraints,safe;robot;barrier;constraint;control
Crossref,https://doi.org/10.1038/s41598-025-12568-5,Safe model based optimization balancing exploration and reliability for protein sequence design,2025,Scientific Reports,10.1038/s41598-025-12568-5,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/lra.2025.3566256,Safety Probability Estimation in Dimension Reduction Space for Model-Free Safe Reinforcement Learning of Robotics,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3566256,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/hri61500.2025.10973918,Tactile-Based Dual-Arm Manipulation with Physical Human-Robot Interaction,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10973918,1,safe physical interaction robot exploration,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1109/iros60139.2025.11246133,VibeCheck: Using Active Acoustic Tactile Sensing for Contact-Rich Manipulation,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246133,1,contact rich manipulation safety verification,safe;contact;tactile;manipulation
Crossref,https://doi.org/10.5220/0012359400003639,A Revisited Branch and Bound Method for the Weighted Safe Set Problem,2024,Proceedings of the 13th International Conference on Operations Research and Enterprise Systems,10.5220/0012359400003639,1,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1007/s10514-024-10181-5,Correction: Planning under uncertainty for safe robot exploration using gaussian process prediction,2024,Autonomous Robots,10.1007/s10514-024-10181-5,1,contact safe exploration robot manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1145/3610978.3638361,Doxo-Physical Planning: A New Paradigm for Safe and Efficient Human-Robot Interaction under Uncertainty,2024,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3638361,1,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.5220/0012943600003822,EMG-Based Shared Control Framework for Human-Robot Co-Manipulation Tasks,2024,"Proceedings of the 21st International Conference on Informatics in Control, Automation and Robotics",10.5220/0012943600003822,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/cacs63404.2024.10773344,Local Path Planning of an Autonomous Mobile Robot with Nonholonomic Constraints based on Control Barrier Functions and Elliptical Bounding Box,2024,2024 International Automatic Control Conference (CACS),10.1109/cacs63404.2024.10773344,1,control barrier functions robot contact manipulation,contact;robot;barrier;constraint;control
Crossref,https://doi.org/10.23919/acc60939.2024.10644925,Multimodal Safe Control for Human-Robot Interaction,2024,2024 American Control Conference (ACC),10.23919/acc60939.2024.10644925,1,safe physical interaction robot exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.1126/scirobotics.ado8051,Performing forceful robot manipulation tasks,2024,Science Robotics,10.1126/scirobotics.ado8051,1,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.23919/ecc64448.2024.10591027,Safe Collective Control Under Noisy Inputs and Competing Constraints via Non-Smooth Barrier Functions,2024,2024 European Control Conference (ECC),10.23919/ecc64448.2024.10591027,1,safe control robot contact constraints,safe;contact;robot;barrier;constraint
Crossref,https://doi.org/10.1109/codit62066.2024.10708548,Safe Deep Reinforcement Learning Control with Self-Learned Neural Lyapunov Functions and State Constraints<sup>*</sup>,2024,"2024 10th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/codit62066.2024.10708548,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.23919/acc60939.2024.10644205,Safe Human-Robot Motor Skill Learning Through Probabilistic Dynamic Movement Primitives and Control Barrier Functions,2024,2024 American Control Conference (ACC),10.23919/acc60939.2024.10644205,1,safe active learning robot control constraints,safe;robot;barrier;constraint;control
Crossref,https://doi.org/10.3390/robotics13040063,Safe Reinforcement Learning for Arm Manipulation with Constrained Markov Decision Process,2024,Robotics,10.3390/robotics13040063,1,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.19101/ijatee.2024.111100329,Tackling counterfeit certificate problems with blockchain technology: a review,2024,International Journal of Advanced Technology and Engineering Exploration,10.19101/ijatee.2024.111100329,1,robot exploration constraint certificate,exploration;robot;constraint
Crossref,https://doi.org/10.1007/978-3-031-27576-0_6,Adaptive Control Barrier Functions,2023,Synthesis Lectures on Computer Science Safe Autonomy with Control Barrier Functions,10.1007/978-3-031-27576-0_6,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/ccta54093.2023.10253015,Continual Learning-based Optimal Output Tracking of Nonlinear Discrete-time Systems with Constraints: Application to Safe Cargo Transfer,2023,2023 IEEE Conference on Control Technology and Applications (CCTA),10.1109/ccta54093.2023.10253015,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1007/978-3-031-27576-0_3,High Order Control Barrier Functions,2023,Synthesis Lectures on Computer Science Safe Autonomy with Control Barrier Functions,10.1007/978-3-031-27576-0_3,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/ccta54093.2023.10252103,Lifelong Learning Control of Nonlinear Systems with Constraints Using Multilayer Neural Networks with Application to Mobile Robot Tracking,2023,2023 IEEE Conference on Control Technology and Applications (CCTA),10.1109/ccta54093.2023.10252103,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/icra48891.2023.10160665,Memory-based Exploration-value Evaluation Model for Visual Navigation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10160665,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1049/cth2.12424,Motion optimization for safe robot–environment interaction with force constraints,2023,IET Control Theory &amp; Applications,10.1049/cth2.12424,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.3390/asec2023-15962,Reinforcement Learning to Calculate Routes for Simulated Robot Safety Cones,2023,The 4th International Electronic Conference on Applied Sciences,10.3390/asec2023-15962,1,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1109/ddcls58216.2023.10167306,Safe Sliding Mode Control Design with Its Application to Mobile Robot Path Tracking,2023,2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS),10.1109/ddcls58216.2023.10167306,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/lars/sbr/wre59448.2023.10333067,Safe Voronoi-Based Coverage Control for Multi-Robot Systems with Constraints,2023,"2023 Latin American Robotics Symposium (LARS), 2023 Brazilian Symposium on Robotics (SBR), and 2023 Workshop on Robotics in Education (WRE)",10.1109/lars/sbr/wre59448.2023.10333067,1,safe model based exploration robotics,safe;exploration;robot;constraint;control
Crossref,https://doi.org/10.1007/s10015-022-00756-9,A simple model analysis of a space exploration rover’s mobility against variance of gravity and movement speed,2022,Artificial Life and Robotics,10.1007/s10015-022-00756-9,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1108/aa-10-2021-0128,Contact-consistent visual object pose estimation for contact-rich robotic manipulation tasks,2022,Assembly Automation,10.1108/aa-10-2021-0128,1,contact rich manipulation safety verification,safe;contact;robot;manipulation
Crossref,https://doi.org/10.5220/0010825500003116,GAN-based Intrinsic Exploration for Sample Efficient Reinforcement Learning,2022,Proceedings of the 14th International Conference on Agents and Artificial Intelligence,10.5220/0010825500003116,1,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00017-9,Learning hierarchical control for robust in-hand manipulation,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00017-9,1,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;control
Crossref,https://doi.org/10.5220/0011123600003271,Nonholonomic Robot Navigation of Mazes using Reinforcement Learning,2022,"Proceedings of the 19th International Conference on Informatics in Control, Automation and Robotics",10.5220/0011123600003271,1,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.5220/0011307300003271,Nonlinear Set-based Model Predictive Control for Exploration: Application to Environmental Missions,2022,"Proceedings of the 19th International Conference on Informatics in Control, Automation and Robotics",10.5220/0011307300003271,1,safe model based exploration robotics,safe;exploration;robot;control
Crossref,https://doi.org/10.1007/978-3-030-95459-8_19,Probabilistically Safe Corridors to Guide Sampling-Based Motion Planning,2022,Springer Proceedings in Advanced Robotics Robotics Research,10.1007/978-3-030-95459-8_19,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00024-6,Robust dexterous manipulation and finger gaiting under various uncertainties,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00024-6,1,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1145/3452446.3452580,Exploration of Accounting Talents Training Mode under 1+X Certificate System,2021,"2021 2nd Asia-Pacific Conference on Image Processing, Electronics and Computers",10.1145/3452446.3452580,1,robot exploration constraint certificate,exploration;robot;constraint
Crossref,https://doi.org/10.1109/ijcnn52387.2021.9534126,Optimizing Enhanced Cost Per Click via Reinforcement Learning Without Exploration,2021,2021 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn52387.2021.9534126,1,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1002/9781119782773.ch6,Reinforcement Learning for Robot Position/Force Control,2021,Human‐Robot Interaction Control Using Reinforcement Learning,10.1002/9781119782773.ch6,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.5772/intechopen.92215,Safety Evaluation of Stay Cables of Cable-Stayed and Extradosed Bridges via Deterministic and Non-deterministic Methods,2021,Structural Integrity and Failure,10.5772/intechopen.92215,1,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1109/iros51168.2021.9636093,Safety-oriented Teleoperation Framework for Contact-rich Tasks in Hazardous Workspaces,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636093,1,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/iros51168.2021.9636278,Towards an Online Framework for Changing-Contact Robot Manipulation Tasks,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636278,1,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1609/aaai.v34i10.7136,Abstract Constraints for Safe and Robust Robot Learning from Demonstration,2020,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v34i10.7136,1,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1016/b978-0-12-817607-8.00027-7,Multi-robot systems,2020,Multi-robot Exploration for Environmental Monitoring,10.1016/b978-0-12-817607-8.00027-7,1,robot exploration constraint certificate,exploration;robot;constraint
Crossref,https://doi.org/10.1109/iros40897.2019.8967555,Whole-Body Control of Humanoid Robot in 3D Multi-Contact under Contact Wrench Constraints Including Joint Load Reduction with Self-Collision and Internal Wrench Distribution,2019,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros40897.2019.8967555,1,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.1109/humanoids.2018.8624949,Learning Sequential Decision Tasks for Robot Manipulation with Abstract Markov Decision Processes and Demonstration-Guided Exploration,2018,2018 IEEE-RAS 18th International Conference on Humanoid Robots (Humanoids),10.1109/humanoids.2018.8624949,1,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.5220/0006831800710080,Shared Admittance Control for Human-Robot Co-manipulation based on Operator Intention Estimation,2018,"Proceedings of the 15th International Conference on Informatics in Control, Automation and Robotics",10.5220/0006831800710080,1,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/sbr-lars-r.2017.8215291,Information potential: A novel metric for information-based exploration,2017,2017 Latin American Robotics Symposium (LARS) and 2017 Brazilian Symposium on Robotics (SBR),10.1109/sbr-lars-r.2017.8215291,1,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1007/978-981-10-5230-9_6,Mechanical Design and Tactile Sensing in Dexterous Robot Hands Manipulation,2017,Communications in Computer and Information Science Cognitive Systems and Signal Processing,10.1007/978-981-10-5230-9_6,1,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1007/978-94-007-7194-9_131-1,Safe and Trustworthy Human Robot Interaction,2017,Humanoid Robotics: A Reference,10.1007/978-94-007-7194-9_131-1,1,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/romoco.2017.8003902,Trajectory planning of cooperative mobile manipulators subject to control constraints,2017,2017 11th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco.2017.8003902,1,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.1201/b11230-20,Affective Robotics: Human Motion and Behavioral Inspiration for Safe Cooperation between Humans and Humanoid Assistive Robots,2016,Biomimetics,10.1201/b11230-20,1,safe model based exploration robotics,safe;exploration;robot
